accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis
"[0.2486007480302278, 0.2056816157926873, 0.0817900072314772, 0.3237466457683268]","[0.7532349777924908, 0.6867647822950479, 0.6472510775099021, 1.0]","[0.5144588983403412, 0.4915985542811356, 0.5306092558377566, 0.3739190447586992]","[0.6984126755572059, 0.7301587167143228, 0.7301587167143228, 0.8253968038857736]","[0.3614457833538388, 0.5662650420659853, 0.3132529987696695, 0.3253011995078678]","[0.4545454159580617, 0.5454545407295586, 0.8636363778113243, 0.8636363778113243]"
"[0.2056816157926873, 0.0817900072314772, 0.3237466457683268, 1.0]","[0.6867647822950479, 0.6472510775099021, 1.0, 0.0]","[0.4915985542811356, 0.5306092558377566, 0.3739190447586992, 1.0]","[0.7301587167143228, 0.7301587167143228, 0.8253968038857736, 0.4761904600571873]","[0.5662650420659853, 0.3132529987696695, 0.3253011995078678, 1.0]","[0.5454545407295586, 0.8636363778113243, 0.8636363778113243, 1.0]"
"[0.0817900072314772, 0.3237466457683268, 1.0, 0.0056285923649966]","[0.6472510775099021, 1.0, 0.0, 0.8038681967451101]","[0.5306092558377566, 0.3739190447586992, 1.0, 0.423537839281585]","[0.7301587167143228, 0.8253968038857736, 0.4761904600571873, 0.8571428329429239]","[0.3132529987696695, 0.3253011995078678, 1.0, 0.4337349326771571]","[0.8636363778113243, 0.8636363778113243, 1.0, 0.272727305014683]"
"[0.3237466457683268, 1.0, 0.0056285923649966, 0.6111746503582599]","[1.0, 0.0, 0.8038681967451101, 0.5114414069201159]","[0.3739190447586992, 1.0, 0.423537839281585, 0.6535272736391106]","[0.8253968038857736, 0.4761904600571873, 0.8571428329429239, 0.6031745929232426]","[0.3253011995078678, 1.0, 0.4337349326771571, 0.2891566156618968]","[0.8636363778113243, 1.0, 0.272727305014683, 0.4545454159580617]"
"[1.0, 0.0056285923649966, 0.6111746503582599, 0.234765465752679]","[0.0, 0.8038681967451101, 0.5114414069201159, 0.3913932506137199]","[1.0, 0.423537839281585, 0.6535272736391106, 0.0]","[0.4761904600571873, 0.8571428329429239, 0.6031745929232426, 0.5079364891143376]","[1.0, 0.4337349326771571, 0.2891566156618968, 0.6506023990157357]","[1.0, 0.272727305014683, 0.4545454159580617, 0.0909090468092133]"
"[0.0056285923649966, 0.6111746503582599, 0.234765465752679, 0.0783862142050207]","[0.8038681967451101, 0.5114414069201159, 0.3913932506137199, 0.6021655282147153]","[0.423537839281585, 0.6535272736391106, 0.0, 0.2924976263721734]","[0.8571428329429239, 0.6031745929232426, 0.5079364891143376, 1.0]","[0.4337349326771571, 0.2891566156618968, 0.6506023990157357, 0.2891566156618968]","[0.272727305014683, 0.4545454159580617, 0.0909090468092133, 0.5454545407295586]"
"[0.6111746503582599, 0.234765465752679, 0.0783862142050207, 0.0992752600906508]","[0.5114414069201159, 0.3913932506137199, 0.6021655282147153, 0.3559543243394925]","[0.6535272736391106, 0.0, 0.2924976263721734, 0.5232569935111341]","[0.6031745929232426, 0.5079364891143376, 1.0, 0.6349206129054179]","[0.2891566156618968, 0.6506023990157357, 0.2891566156618968, 0.7710843329232232]","[0.4545454159580617, 0.0909090468092133, 0.5454545407295586, 0.0]"
"[0.234765465752679, 0.0783862142050207, 0.0992752600906508, 0.9527092490705164]","[0.3913932506137199, 0.6021655282147153, 0.3559543243394925, 0.3101196606242387]","[0.0, 0.2924976263721734, 0.5232569935111341, 0.2164737179845192]","[0.5079364891143376, 1.0, 0.6349206129054179, 0.8730158595714657]","[0.6506023990157357, 0.2891566156618968, 0.7710843329232232, 0.5903614366541479]","[0.0909090468092133, 0.5454545407295586, 0.0, 0.0]"
"[0.0783862142050207, 0.0992752600906508, 0.9527092490705164, 0.9729482025539372]","[0.6021655282147153, 0.3559543243394925, 0.3101196606242387, 0.3016363070299308]","[0.2924976263721734, 0.5232569935111341, 0.2164737179845192, 0.8915539882076574]","[1.0, 0.6349206129054179, 0.8730158595714657, 0.0]","[0.2891566156618968, 0.7710843329232232, 0.5903614366541479, 0.4578313157849298]","[0.5454545407295586, 0.0, 0.0, 0.3181818327505277]"
"[0.0992752600906508, 0.9527092490705164, 0.9729482025539372, 0.8235661735710057]","[0.3559543243394925, 0.3101196606242387, 0.3016363070299308, 0.3528018623572023]","[0.5232569935111341, 0.2164737179845192, 0.8915539882076574, 0.4065115478560983]","[0.6349206129054179, 0.8730158595714657, 0.0, 0.0476190314857587]","[0.7710843329232232, 0.5903614366541479, 0.4578313157849298, 0.0]","[0.0, 0.0, 0.3181818327505277, 0.0454545407295585]"
"[0.9527092490705164, 0.9729482025539372, 0.8235661735710057, 0.3288988340380507]","[0.3101196606242387, 0.3016363070299308, 0.3528018623572023, 0.5160761565455722]","[0.2164737179845192, 0.8915539882076574, 0.4065115478560983, 0.1590039061179904]","[0.8730158595714657, 0.0, 0.0476190314857587, 0.5625000132343385]","[0.5903614366541479, 0.4578313157849298, 0.0, 0.711442794466042]","[0.0, 0.3181818327505277, 0.0454545407295585, 0.6865671777855019]"
"[0.9729482025539372, 0.8235661735710057, 0.3288988340380507, 0.5292223680511339]","[0.3016363070299308, 0.3528018623572023, 0.5160761565455722, 0.5250771567757556]","[0.8915539882076574, 0.4065115478560983, 0.1590039061179904, 0.4724229525635167]","[0.0, 0.0476190314857587, 0.5625000132343385, 0.5694444544437224]","[0.4578313157849298, 0.0, 0.711442794466042, 0.7462686589664618]","[0.3181818327505277, 0.0454545407295585, 0.6865671777855019, 0.805970157744463]"
"[0.8235661735710057, 0.3288988340380507, 0.5292223680511339, 0.3866115330432821]","[0.3528018623572023, 0.5160761565455722, 0.5250771567757556, 0.5565725886123247]","[0.4065115478560983, 0.1590039061179904, 0.4724229525635167, 0.0]","[0.0476190314857587, 0.5625000132343385, 0.5694444544437224, 0.5798611228749676]","[0.0, 0.711442794466042, 0.7462686589664618, 0.8557214029218112]","[0.0454545407295585, 0.6865671777855019, 0.805970157744463, 0.6716418104460978]"
"[0.3288988340380507, 0.5292223680511339, 0.3866115330432821, 0.2351279662118811]","[0.5160761565455722, 0.5250771567757556, 0.5565725886123247, 0.8380241310305981]","[0.1590039061179904, 0.4724229525635167, 0.0, 0.0755804975894162]","[0.5625000132343385, 0.5694444544437224, 0.5798611228749676, 0.6840277860124773]","[0.711442794466042, 0.7462686589664618, 0.8557214029218112, 0.711442794466042]","[0.6865671777855019, 0.805970157744463, 0.6716418104460978, 0.641791053012129]"
"[0.5292223680511339, 0.3866115330432821, 0.2351279662118811, 0.6154577068194214]","[0.5250771567757556, 0.5565725886123247, 0.8380241310305981, 1.0]","[0.4724229525635167, 0.0, 0.0755804975894162, 0.6502394466445495]","[0.5694444544437224, 0.5798611228749676, 0.6840277860124773, 0.9097222457499352]","[0.7462686589664618, 0.8557214029218112, 0.711442794466042, 0.6417910483988316]","[0.805970157744463, 0.6716418104460978, 0.641791053012129, 0.3432835810706644]"
"[0.3866115330432821, 0.2351279662118811, 0.6154577068194214, 0.5047440892530745]","[0.5565725886123247, 0.8380241310305981, 1.0, 0.4534389563142961]","[0.0, 0.0755804975894162, 0.6502394466445495, 0.4135878626988868]","[0.5798611228749676, 0.6840277860124773, 0.9097222457499352, 0.420138898299974]","[0.8557214029218112, 0.711442794466042, 0.6417910483988316, 0.7562189115199246]","[0.6716418104460978, 0.641791053012129, 0.3432835810706644, 0.4179104504782281]"
"[0.2351279662118811, 0.6154577068194214, 0.5047440892530745, 0.3945243938939695]","[0.8380241310305981, 1.0, 0.4534389563142961, 0.5263189286478636]","[0.0755804975894162, 0.6502394466445495, 0.4135878626988868, 0.2903701947547901]","[0.6840277860124773, 0.9097222457499352, 0.420138898299974, 0.7187500105874708]","[0.711442794466042, 0.6417910483988316, 0.7562189115199246, 1.0]","[0.641791053012129, 0.3432835810706644, 0.4179104504782281, 0.2388059912062681]"
"[0.6154577068194214, 0.5047440892530745, 0.3945243938939695, 0.4248866332408468]","[1.0, 0.4534389563142961, 0.5263189286478636, 0.8858339524631745]","[0.6502394466445495, 0.4135878626988868, 0.2903701947547901, 0.4048543381409831]","[0.9097222457499352, 0.420138898299974, 0.7187500105874708, 0.8923611228749676]","[0.6417910483988316, 0.7562189115199246, 1.0, 0.572139306124148]","[0.3432835810706644, 0.4179104504782281, 0.2388059912062681, 0.029850765967154]"
"[0.5047440892530745, 0.3945243938939695, 0.4248866332408468, 0.0]","[0.4534389563142961, 0.5263189286478636, 0.8858339524631745, 0.6645580056897029]","[0.4135878626988868, 0.2903701947547901, 0.4048543381409831, 0.7023868756931111]","[0.420138898299974, 0.7187500105874708, 0.8923611228749676, 0.5729166810038667]","[0.7562189115199246, 1.0, 0.572139306124148, 0.7363184139980526]","[0.4179104504782281, 0.2388059912062681, 0.029850765967154, 0.0]"
"[0.3945243938939695, 0.4248866332408468, 0.0, 0.3426526424001981]","[0.5263189286478636, 0.8858339524631745, 0.6645580056897029, 0.2105957516108959]","[0.2903701947547901, 0.4048543381409831, 0.7023868756931111, 0.9170148794344162]","[0.7187500105874708, 0.8923611228749676, 0.5729166810038667, 0.0]","[1.0, 0.572139306124148, 0.7363184139980526, 0.5920398017497566]","[0.2388059912062681, 0.029850765967154, 0.0, 0.4776119596573755]"
"[0.4248866332408468, 0.0, 0.3426526424001981, 0.0242287577632493]","[0.8858339524631745, 0.6645580056897029, 0.2105957516108959, 0.7361949515333361]","[0.4048543381409831, 0.7023868756931111, 0.9170148794344162, 0.5434859126553959]","[0.8923611228749676, 0.5729166810038667, 0.0, 1.0]","[0.572139306124148, 0.7363184139980526, 0.5920398017497566, 0.5970149294486855]","[0.029850765967154, 0.0, 0.4776119596573755, 0.4626865766737985]"
"[0.0, 0.3426526424001981, 0.0242287577632493, 0.5208071000599891]","[0.6645580056897029, 0.2105957516108959, 0.7361949515333361, 0.5118615122199555]","[0.7023868756931111, 0.9170148794344162, 0.5434859126553959, 0.4102141372044091]","[0.5729166810038667, 0.0, 1.0, 0.3993055720249546]","[0.7363184139980526, 0.5920398017497566, 0.5970149294486855, 0.6119403049604187]","[0.0, 0.4776119596573755, 0.4626865766737985, 0.5074627028693689]"
"[0.3426526424001981, 0.0242287577632493, 0.5208071000599891, 0.587898912115952]","[0.2105957516108959, 0.7361949515333361, 0.5118615122199555, 0.4836326999504415]","[0.9170148794344162, 0.5434859126553959, 0.4102141372044091, 0.5678387100296195]","[0.0, 1.0, 0.3993055720249546, 0.6006944597374578]","[0.5920398017497566, 0.5970149294486855, 0.6119403049604187, 0.8159204040855405]","[0.4776119596573755, 0.4626865766737985, 0.5074627028693689, 0.3880597072662348]"
"[0.0242287577632493, 0.5208071000599891, 0.587898912115952, 1.0]","[0.7361949515333361, 0.5118615122199555, 0.4836326999504415, 0.0]","[0.5434859126553959, 0.4102141372044091, 0.5678387100296195, 0.5482082964843898]","[1.0, 0.3993055720249546, 0.6006944597374578, 0.0868055720249545]","[0.5970149294486855, 0.6119403049604187, 0.8159204040855405, 0.9303482577253164]","[0.4626865766737985, 0.5074627028693689, 0.3880597072662348, 0.3582089640542414]"
"[0.5208071000599891, 0.587898912115952, 1.0, 0.1948762894672746]","[0.5118615122199555, 0.4836326999504415, 0.0, 0.4705703297228911]","[0.4102141372044091, 0.5678387100296195, 0.5482082964843898, 0.2991775471783457]","[0.3993055720249546, 0.6006944597374578, 0.0868055720249545, 0.7743055720249545]","[0.6119403049604187, 0.8159204040855405, 0.9303482577253164, 0.8258706518983447]","[0.5074627028693689, 0.3880597072662348, 0.3582089640542414, 0.3731343470378185]"
"[0.587898912115952, 1.0, 0.1948762894672746, 0.2945110306402705]","[0.4836326999504415, 0.0, 0.4705703297228911, 0.6665715229643693]","[0.5678387100296195, 0.5482082964843898, 0.2991775471783457, 1.0]","[0.6006944597374578, 0.0868055720249545, 0.7743055720249545, 0.6875000105874708]","[0.8159204040855405, 0.9303482577253164, 0.8258706518983447, 0.7164179164761807]","[0.3880597072662348, 0.3582089640542414, 0.3731343470378185, 0.6865671777855019]"
"[1.0, 0.1948762894672746, 0.2945110306402705, 0.3271143245863099]","[0.0, 0.4705703297228911, 0.6665715229643693, 0.5785388316652393]","[0.5482082964843898, 0.2991775471783457, 1.0, 0.3321853620138994]","[0.0868055720249545, 0.7743055720249545, 0.6875000105874708, 0.3298611228749675]","[0.9303482577253164, 0.8258706518983447, 0.7164179164761807, 0.0]","[0.3582089640542414, 0.3731343470378185, 0.6865671777855019, 1.0]"
"[0.1948762894672746, 0.2945110306402705, 0.3271143245863099, 0.3415943273871816]","[0.4705703297228911, 0.6665715229643693, 0.5785388316652393, 0.5717540685306439]","[0.2991775471783457, 1.0, 0.3321853620138994, 0.4714808612794712]","[0.7743055720249545, 0.6875000105874708, 0.3298611228749675, 0.475609758364955]","[0.8258706518983447, 0.7164179164761807, 0.0, 0.3285714179926004]","[0.3731343470378185, 0.6865671777855019, 1.0, 0.5357143148838467]"
"[0.2945110306402705, 0.3271143245863099, 0.3415943273871816, 0.3930250210948264]","[0.6665715229643693, 0.5785388316652393, 0.5717540685306439, 0.5093500794267073]","[1.0, 0.3321853620138994, 0.4714808612794712, 0.4658205785560152]","[0.6875000105874708, 0.3298611228749675, 0.475609758364955, 0.5487805018627214]","[0.7164179164761807, 0.0, 0.3285714179926004, 0.414285713080039]","[0.6865671777855019, 1.0, 0.5357143148838467, 0.6785713974572303]"
"[0.3271143245863099, 0.3415943273871816, 0.3930250210948264, 0.3247460137655829]","[0.5785388316652393, 0.5717540685306439, 0.5093500794267073, 0.5480877379668069]","[0.3321853620138994, 0.4714808612794712, 0.4658205785560152, 0.4028626861350146]","[0.3298611228749675, 0.475609758364955, 0.5487805018627214, 0.5121951301138382]","[0.0, 0.3285714179926004, 0.414285713080039, 0.3714285634944503]","[1.0, 0.5357143148838467, 0.6785713974572303, 0.5714285855271926]"
"[0.3415943273871816, 0.3930250210948264, 0.3247460137655829, 0.3581382318817461]","[0.5717540685306439, 0.5093500794267073, 0.5480877379668069, 0.6878295837309287]","[0.4714808612794712, 0.4658205785560152, 0.4028626861350146, 0.5265265550531033]","[0.475609758364955, 0.5487805018627214, 0.5121951301138382, 1.0]","[0.3285714179926004, 0.414285713080039, 0.3714285634944503, 0.4428571316171379]","[0.5357143148838467, 0.6785713974572303, 0.5714285855271926, 0.7499999931937691]"
"[0.3930250210948264, 0.3247460137655829, 0.3581382318817461, 0.9543824515563324]","[0.5093500794267073, 0.5480877379668069, 0.6878295837309287, 0.5307193304416323]","[0.4658205785560152, 0.4028626861350146, 0.5265265550531033, 0.777266649415847]","[0.5487805018627214, 0.5121951301138382, 1.0, 0.8414634200758921]","[0.414285713080039, 0.3714285634944503, 0.4428571316171379, 0.4999999891100298]","[0.6785713974572303, 0.5714285855271926, 0.7499999931937691, 0.8928571302169998]"
"[0.3247460137655829, 0.3581382318817461, 0.9543824515563324, 0.2625791790286886]","[0.5480877379668069, 0.6878295837309287, 0.5307193304416323, 0.8632402905281394]","[0.4028626861350146, 0.5265265550531033, 0.777266649415847, 0.4997326882894672]","[0.5121951301138382, 1.0, 0.8414634200758921, 0.5731707342014506]","[0.3714285634944503, 0.4428571316171379, 0.4999999891100298, 0.3142857046403121]","[0.5714285855271926, 0.7499999931937691, 0.8928571302169998, 0.8571428493643075]"
"[0.3581382318817461, 0.9543824515563324, 0.2625791790286886, 0.0]","[0.6878295837309287, 0.5307193304416323, 0.8632402905281394, 0.970677138118644]","[0.5265265550531033, 0.777266649415847, 0.4997326882894672, 0.42123822888038]","[1.0, 0.8414634200758921, 0.5731707342014506, 0.5487805018627214]","[0.4428571316171379, 0.4999999891100298, 0.3142857046403121, 0.3857142714017534]","[0.7499999931937691, 0.8928571302169998, 0.8571428493643075, 0.6071428561705384]"
"[0.9543824515563324, 0.2625791790286886, 0.0, 0.2224039607994893]","[0.5307193304416323, 0.8632402905281394, 0.970677138118644, 0.8690861165644616]","[0.777266649415847, 0.4997326882894672, 0.42123822888038, 0.4606704109304841]","[0.8414634200758921, 0.5731707342014506, 0.5487805018627214, 0.5365853647766463]","[0.4999999891100298, 0.3142857046403121, 0.3857142714017534, 0.0]","[0.8928571302169998, 0.8571428493643075, 0.6071428561705384, 0.2857143012713848]"
"[0.2625791790286886, 0.0, 0.2224039607994893, 0.7982693886867805]","[0.8632402905281394, 0.970677138118644, 0.8690861165644616, 0.0516527593093206]","[0.4997326882894672, 0.42123822888038, 0.4606704109304841, 0.6711843675655712]","[0.5731707342014506, 0.5487805018627214, 0.5365853647766463, 0.0]","[0.3142857046403121, 0.3857142714017534, 0.0, 0.8571428446971769]","[0.8571428493643075, 0.6071428561705384, 0.2857143012713848, 1.0]"
"[0.0, 0.2224039607994893, 0.7982693886867805, 0.3192231390050364]","[0.970677138118644, 0.8690861165644616, 0.0516527593093206, 0.880995233824283]","[0.42123822888038, 0.4606704109304841, 0.6711843675655712, 0.2477837066387917]","[0.5487805018627214, 0.5365853647766463, 0.0, 0.3902439219386135]","[0.3857142714017534, 0.0, 0.8571428446971769, 0.4285714223485884]","[0.6071428561705384, 0.2857143012713848, 1.0, 0.4285714519070773]"
"[0.2224039607994893, 0.7982693886867805, 0.3192231390050364, 0.6509790093798]","[0.8690861165644616, 0.0516527593093206, 0.880995233824283, 0.5400337706776652]","[0.4606704109304841, 0.6711843675655712, 0.2477837066387917, 0.7164603597821837]","[0.5365853647766463, 0.0, 0.3902439219386135, 0.6585365985167394]","[0.0, 0.8571428446971769, 0.4285714223485884, 0.3142857046403121]","[0.2857143012713848, 1.0, 0.4285714519070773, 0.7142857259535387]"
"[0.7982693886867805, 0.3192231390050364, 0.6509790093798, 0.2273718900227436]","[0.0516527593093206, 0.880995233824283, 0.5400337706776652, 0.5604925694776272]","[0.6711843675655712, 0.2477837066387917, 0.7164603597821837, 0.2054293345249318]","[0.0, 0.3902439219386135, 0.6585365985167394, 0.4634146421955905]","[0.8571428446971769, 0.4285714223485884, 0.3142857046403121, 0.2571428403411888]","[1.0, 0.4285714519070773, 0.7142857259535387, 0.6428571268138844]"
"[0.3192231390050364, 0.6509790093798, 0.2273718900227436, 0.5740042924496394]","[0.880995233824283, 0.5400337706776652, 0.5604925694776272, 0.7116152048423012]","[0.2477837066387917, 0.7164603597821837, 0.2054293345249318, 0.5711345529738855]","[0.3902439219386135, 0.6585365985167394, 0.4634146421955905, 0.8170731784408473]","[0.4285714223485884, 0.3142857046403121, 0.2571428403411888, 0.4000000038114896]","[0.4285714519070773, 0.7142857259535387, 0.6428571268138844, 0.6071428561705384]"
"[0.6509790093798, 0.2273718900227436, 0.5740042924496394, 0.3875519325327503]","[0.5400337706776652, 0.5604925694776272, 0.7116152048423012, 0.0197572919074254]","[0.7164603597821837, 0.2054293345249318, 0.5711345529738855, 0.514674215990142]","[0.6585365985167394, 0.4634146421955905, 0.8170731784408473, 0.1097560966540179]","[0.3142857046403121, 0.2571428403411888, 0.4000000038114896, 0.6000000043559881]","[0.7142857259535387, 0.6428571268138844, 0.6071428561705384, 0.8928571302169998]"
